Attribute names:	P0	P1	P2	P3	P4	P5
Minor allele frequencies:	0.050	0.050	0.050	0.050	0.050	0.050
x: 7.85462686277134e-20
y: 38.0906480354546
Prevalence: 2.83165452519590e-14
Heritability: 0.0100000000000000

Table:

7.85462686277134E-20, 3.07042454142421E-18, 1.20024885068236E-16
3.07042454142421E-18, 1.20024885068236E-16, 4.69185053769830E-15
1.20024885068236E-16, 4.69185053769830E-15, 1.83407478004122E-13

3.07042454142421E-18, 1.20024885068236E-16, 4.69185053769830E-15
1.20024885068236E-16, 4.69185053769830E-15, 1.83407478004122E-13
4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12

1.20024885068236E-16, 4.69185053769830E-15, 1.83407478004122E-13
4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12
1.83407478004122E-13, 7.16951716972952E-12, 2.80261072266045E-10

3.07042454142421E-18, 1.20024885068236E-16, 4.69185053769830E-15
1.20024885068236E-16, 4.69185053769830E-15, 1.83407478004122E-13
4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12

1.20024885068236E-16, 4.69185053769830E-15, 1.83407478004122E-13
4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12
1.83407478004122E-13, 7.16951716972952E-12, 2.80261072266045E-10

4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12
1.83407478004122E-13, 7.16951716972952E-12, 2.80261072266045E-10
7.16951716972952E-12, 2.80261072266045E-10, 1.09555869339911E-8

1.20024885068236E-16, 4.69185053769830E-15, 1.83407478004122E-13
4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12
1.83407478004122E-13, 7.16951716972952E-12, 2.80261072266045E-10

4.69185053769830E-15, 1.83407478004122E-13, 7.16951716972952E-12
1.83407478004122E-13, 7.16951716972952E-12, 2.80261072266045E-10
7.16951716972952E-12, 2.80261072266045E-10, 1.09555869339911E-8

1.83407478004122E-13, 7.16951716972952E-12, 2.80261072266045E-10
7.16951716972952E-12, 2.80261072266045E-10, 1.09555869339911E-8
2.80261072266045E-10, 1.09555869339911E-8, 4.28260992858470E-7

3.07042454142421E-18, 1.20024885068236E-16, 4.69185053769830E-15
